,naselje,rodilnik,mestnik,lat,lng,region_name,region_id
762,Dobrnež,Dobrneža,Dobrnežu,46.3383,15.4233,Savinjska,SI034
763,Dobrnič,Dobrniča,Dobrniču,45.9104,15.0086,Jugovzhodna Slovenija,SI037
764,Dobro Polje,Dobra Polja,Dobru Polju,46.3425,14.1721,Gorenjska,SI042
765,Dobropolje,Dobropolja,Dobropolju,45.5679,14.2527,Primorsko-notranjska,SI038
766,Dobrova,Dobrove,Dobrovi,46.2358,15.2675,Savinjska,SI034
768,Dobrova,Dobrove,Dobrovi,45.95,15.4833,Posavska,SI036
769,Dobrova Pri Dravogradu,Dobrove Priv Dravogradua,Dobrovi Prih Dravograduu,46.5903,15.0236,Koroška,SI033
770,Dobrova Pri Prihovi,Dobrove Priv Prihoviv,Dobrovi Prih Prihovih,46.386,15.4458,Podravska,SI032
772,Dobrovlje,Dobrovlja,Dobrovlju,46.2884,15.0386,Savinjska,SI034
773,Dobrovlje,Dobrovlja,Dobrovlju,46.375,15.3854,Savinjska,SI034
774,Dobrovlje Pri Mozirju,Dobrovlja Priv Mozirjua,Dobrovlju Prih Mozirjuu,46.3381,14.9572,Savinjska,SI034
775,Dobrovnik,Dobrovnika,Dobrovniku,46.6515,16.3479,Pomurska,SI031
777,Dobrovščak,Dobrovščaka,Dobrovščaku,46.4086,16.1475,Podravska,SI032
778,Dobruša,Dobruše,Dobruši,46.1897,14.4944,Osrednjeslovenska,SI041
779,Dobruška Vas,Dobruške Vasa,Dobruški Vasu,45.9069,15.2914,Jugovzhodna Slovenija,SI037
780,Dogoše,Dogoša,Dogošu,46.5575,15.6456,Podravska,SI032
781,Doklece,Dokleca,Doklecu,46.35,15.7333,Podravska,SI032
782,Dokležovje,Dokležovja,Dokležovju,46.606,16.2328,Pomurska,SI031
783,Dol,Dola,Dolu,46.2961,14.8052,Savinjska,SI034
784,Dol,Dola,Dolu,45.643,14.8594,Jugovzhodna Slovenija,SI037
785,Dol,Dola,Dolu,45.95,15.4833,Posavska,SI036
786,Dol,Dola,Dolu,46.1382,14.4147,Osrednjeslovenska,SI041
787,Dol Pod Gojko,Dola Poda Gojka,Dolu Podu Gojku,46.2933,15.3052,Savinjska,SI034
788,Dol Pri Borovnici,Dola Priv Borovniciv,Dolu Prih Borovnicih,45.9197,14.3572,Osrednjeslovenska,SI041
789,Dol Pri Hrastniku,Dola Priv Hrastnikua,Dolu Prih Hrastnikuu,46.1479,15.1528,Savinjska,SI034
790,Dol Pri Hrastovljah,Dola Priv Hrastovljaha,Dolu Prih Hrastovljahu,45.55,13.7333,Obalno-kraška,SI044
791,Dol Pri Laškem,Dola Priv Laškema,Dolu Prih Laškemu,46.1563,15.2386,Savinjska,SI034
794,Dol Pri Stopercah,Dola Priv Stopercaha,Dolu Prih Stopercahu,46.35,15.7333,Podravska,SI032
795,Dol Pri Šmarjeti,Dola Priv Šmarjetiv,Dolu Prih Šmarjetih,45.8622,15.2214,Jugovzhodna Slovenija,SI037
797,Dol Pri Trebnjem,Dola Priv Trebnjema,Dolu Prih Trebnjemu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
798,Dol Pri Vogljah,Dola Priv Vogljaha,Dolu Prih Vogljahu,45.7034,13.8706,Obalno-kraška,SI044
799,Dolanci,Dolanciv,Dolancih,45.8159,13.7507,Obalno-kraška,SI044
800,Dolane,Dolana,Dolanu,46.3436,15.9941,Podravska,SI032
801,Dole,Dola,Dolu,46.0025,14.0275,Goriška,SI043
803,Dole,Dola,Dolu,46.2176,15.396,Savinjska,SI034
804,Dole Pod Sv. Trojico,Dola Poda Sv.a Trojica,Dolu Podu Sv.u Trojicu,46.1356,14.7439,Osrednjeslovenska,SI041
805,Dole Pri Krašcah,Dola Priv Krašcaha,Dolu Prih Krašcahu,46.1356,14.7439,Osrednjeslovenska,SI041
806,Dole Pri Litiji,Dola Priv Litijiv,Dolu Prih Litijih,46.0667,14.8167,Zasavska,SI035
807,Dole Pri Polici,Dola Priv Policiv,Dolu Prih Policih,45.9551,14.6562,Osrednjeslovenska,SI041
808,Dole Pri Škofljici,Dola Priv Škofljiciv,Dolu Prih Škofljicih,45.9836,14.5761,Osrednjeslovenska,SI041
809,Dolena,Dolene,Doleni,45.8484,14.6944,Osrednjeslovenska,SI041
810,Dolenci,Dolenciv,Dolencih,46.825,16.2981,Pomurska,SI031
812,Dolenja Brezovica,Dolenje Brezovice,Dolenji Brezovici,46.0207,14.4178,Osrednjeslovenska,SI041
813,Dolenja Brezovica,Dolenje Brezovice,Dolenji Brezovici,45.8389,15.3361,Jugovzhodna Slovenija,SI037
815,Dolenja Dobrava,Dolenje Dobrave,Dolenji Dobravi,45.9104,15.0086,Jugovzhodna Slovenija,SI037
816,Dolenja Lepa Vas,Dolenje Lepe Vasa,Dolenji Lepi Vasu,45.95,15.4833,Posavska,SI036
817,Dolenja Nemška Vas,Dolenje Nemške Vasa,Dolenji Nemški Vasu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
818,Dolenja Pirošica,Dolenje Pirošice,Dolenji Pirošici,45.9048,15.5922,Posavska,SI036
819,Dolenja Podgora,Dolenje Podgore,Dolenji Podgori,45.5711,15.1889,Jugovzhodna Slovenija,SI037
821,Dolenja Stara Vas,Dolenje Stare Vasa,Dolenji Stari Vasu,45.8389,15.3361,Jugovzhodna Slovenija,SI037
822,Dolenja Trebuša,Dolenje Trebuše,Dolenji Trebuši,46.1857,13.7352,Goriška,SI043
823,Dolenja Vas,Dolenje Vasa,Dolenji Vasu,45.7964,14.3581,Primorsko-notranjska,SI038
824,Dolenja Vas,Dolenje Vasa,Dolenji Vasu,45.682,13.9702,Obalno-kraška,SI044
825,Dolenja Vas,Dolenje Vasa,Dolenji Vasu,45.8,15.1667,Jugovzhodna Slovenija,SI037
826,Dolenja Vas,Dolenje Vasa,Dolenji Vasu,46.2369,15.0919,Savinjska,SI034
827,Dolenja Vas,Dolenje Vasa,Dolenji Vasu,45.74,14.7308,Jugovzhodna Slovenija,SI037
828,Dolenja Vas,Dolenje Vasa,Dolenji Vasu,46.5372,15.2733,Koroška,SI033
830,Dolenja Vas,Dolenje Vasa,Dolenji Vasu,46.2182,14.1592,Gorenjska,SI042
831,Dolenja Vas Pri Artičah,Dolenje Vasa Priv Artičaha,Dolenji Vasu Prih Artičahu,45.9048,15.5922,Posavska,SI036
832,Dolenja Vas Pri Čatežu,Dolenje Vasa Priv Čatežua,Dolenji Vasu Prih Čatežuu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
833,Dolenja Vas Pri Črnomlju,Dolenje Vasa Priv Črnomljua,Dolenji Vasu Prih Črnomljuu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
834,Dolenja Vas Pri Krškem,Dolenje Vasa Priv Krškema,Dolenji Vasu Prih Krškemu,45.95,15.4833,Posavska,SI036
835,Dolenja Vas Pri Mirni Peči,Dolenje Vasa Priv Mirniv Pečiv,Dolenji Vasu Prih Mirnih Pečih,45.858,15.0876,Jugovzhodna Slovenija,SI037
837,Dolenja Vas Pri Polici,Dolenje Vasa Priv Policiv,Dolenji Vasu Prih Policih,45.9551,14.6562,Osrednjeslovenska,SI041
838,Dolenja Vas Pri Raki,Dolenje Vasa Priv Rakiv,Dolenji Vasu Prih Rakih,45.95,15.4833,Posavska,SI036
839,Dolenja Vas Pri Temenici,Dolenje Vasa Priv Temeniciv,Dolenji Vasu Prih Temenicih,45.9374,14.8029,Osrednjeslovenska,SI041
840,Dolenja Žaga,Dolenje Žage,Dolenji Žagi,45.5088,14.91,Jugovzhodna Slovenija,SI037
842,Dolenjci,Dolenjciv,Dolenjcih,45.5711,15.1889,Jugovzhodna Slovenija,SI037
843,Dolenje,Dolenja,Dolenju,45.8861,13.9097,Goriška,SI043
844,Dolenje,Dolenja,Dolenju,46.1394,14.595,Osrednjeslovenska,SI041
845,Dolenje,Dolenja,Dolenju,45.7034,13.8706,Obalno-kraška,SI044
847,Dolenje Dole,Dolenja Dola,Dolenju Dolu,45.9069,15.2914,Jugovzhodna Slovenija,SI037
848,Dolenje Gradišče,Dolenja Gradišča,Dolenju Gradišču,45.7545,15.0583,Jugovzhodna Slovenija,SI037
849,Dolenje Gradišče Pri Šentj.,Dolenja Gradišča Priv Šentj.a,Dolenju Gradišču Prih Šentj.u,45.8389,15.3361,Jugovzhodna Slovenija,SI037
850,Dolenje Grčevje,Dolenja Grčevja,Dolenju Grčevju,45.8,15.1667,Jugovzhodna Slovenija,SI037
851,Dolenje Jesenice,Dolenja Jesenica,Dolenju Jesenicu,45.9769,15.0897,Jugovzhodna Slovenija,SI037
852,Dolenje Jezero,Dolenja Jezera,Dolenju Jezeru,45.7964,14.3581,Primorsko-notranjska,SI038
853,Dolenje Kališče,Dolenja Kališča,Dolenju Kališču,45.8363,14.6377,Osrednjeslovenska,SI041
854,Dolenje Kamenje,Dolenja Kamenja,Dolenju Kamenju,45.8,15.1667,Jugovzhodna Slovenija,SI037
855,Dolenje Kamenje Pri Dobrniču,Dolenja Kamenja Priv Dobrničua,Dolenju Kamenju Prih Dobrničuu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
856,Dolenje Karteljevo,Dolenja Karteljeva,Dolenju Karteljevu,45.8,15.1667,Jugovzhodna Slovenija,SI037
857,Dolenje Kronovo,Dolenja Kronova,Dolenju Kronovu,45.8622,15.2214,Jugovzhodna Slovenija,SI037
859,Dolenje Lakovnice,Dolenja Lakovnica,Dolenju Lakovnicu,45.8,15.1667,Jugovzhodna Slovenija,SI037
860,Dolenje Medvedje Selo,Dolenja Medvedja Sela,Dolenju Medvedju Selu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
861,Dolenje Mokro Polje,Dolenja Mokra Polja,Dolenju Mokru Polju,45.8389,15.3361,Jugovzhodna Slovenija,SI037
862,Dolenje Nekovo,Dolenja Nekova,Dolenju Nekovu,46.088,13.6347,Goriška,SI043
863,Dolenje Otave,Dolenja Otava,Dolenju Otavu,45.7964,14.3581,Primorsko-notranjska,SI038
864,Dolenje Podpoljane,Dolenja Podpoljana,Dolenju Podpoljanu,45.74,14.7308,Jugovzhodna Slovenija,SI037
865,Dolenje Podpoljane,Dolenja Podpoljana,Dolenju Podpoljanu,46.5372,15.2733,Koroška,SI033
867,Dolenje Polje,Dolenja Polja,Dolenju Polju,45.7545,15.0583,Jugovzhodna Slovenija,SI037
868,Dolenje Ponikve,Dolenja Ponikva,Dolenju Ponikvu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
869,Dolenje Pri Jelšanah,Dolenja Priv Jelšanaha,Dolenju Prih Jelšanahu,45.5679,14.2527,Primorsko-notranjska,SI038
870,Dolenje Radulje,Dolenja Radulja,Dolenju Radulju,45.9069,15.2914,Jugovzhodna Slovenija,SI037
871,Dolenje Selce,Dolenja Selca,Dolenju Selcu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
872,Dolenje Skopice,Dolenja Skopica,Dolenju Skopicu,45.9048,15.5922,Posavska,SI036
873,Dolenje Sušice,Dolenja Sušica,Dolenju Sušicu,45.7545,15.0583,Jugovzhodna Slovenija,SI037
874,Dolenje Vrhpolje,Dolenja Vrhpolja,Dolenju Vrhpolju,45.8389,15.3361,Jugovzhodna Slovenija,SI037
876,Dolenji Boštanj,Dolenjiv Boštanja,Dolenjih Boštanju,46.0092,15.3041,Posavska,SI036
877,Dolenji Globodol,Dolenjiv Globodola,Dolenjih Globodolu,45.858,15.0876,Jugovzhodna Slovenija,SI037
878,Dolenji Lazi,Dolenjiv Laziv,Dolenjih Lazih,45.74,14.7308,Jugovzhodna Slovenija,SI037
879,Dolenji Lazi,Dolenjiv Laziv,Dolenjih Lazih,46.5372,15.2733,Koroška,SI033
880,Dolenji Leskovec,Dolenjiv Leskovca,Dolenjih Leskovcu,45.95,15.4833,Posavska,SI036
881,Dolenji Maharovec,Dolenjiv Maharovca,Dolenjih Maharovcu,45.8389,15.3361,Jugovzhodna Slovenija,SI037
882,Dolenji Novaki,Dolenjiv Novakiv,Dolenjih Novakih,46.1278,13.9875,Goriška,SI043
883,Dolenji Podboršt,Dolenjiv Podboršta,Dolenjih Podborštu,45.858,15.0876,Jugovzhodna Slovenija,SI037
884,Dolenji Podboršt Pri Treb.,Dolenjiv Podboršta Priv Treb.a,Dolenjih Podborštu Prih Treb.u,45.9104,15.0086,Jugovzhodna Slovenija,SI037
885,Dolenji Podšumberk,Dolenjiv Podšumberka,Dolenjih Podšumberku,45.9104,15.0086,Jugovzhodna Slovenija,SI037
886,Dolenji Potok,Dolenjiv Potoka,Dolenjih Potoku,45.5088,14.91,Jugovzhodna Slovenija,SI037
887,Dolenji Radenci,Dolenjiv Radenciv,Dolenjih Radencih,45.5711,15.1889,Jugovzhodna Slovenija,SI037
888,Dolenji Suhadol,Dolenjiv Suhadola,Dolenjih Suhadolu,45.8,15.1667,Jugovzhodna Slovenija,SI037
889,Dolenji Suhor Pri Vinici,Dolenjiv Suhora Priv Viniciv,Dolenjih Suhoru Prih Vinicih,45.5711,15.1889,Jugovzhodna Slovenija,SI037
890,Dolenji Vrh,Dolenjiv Vrha,Dolenjih Vrhu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
891,Dolenjske Toplice,Dolenjska Toplica,Dolenjsku Toplicu,45.7545,15.0583,Jugovzhodna Slovenija,SI037
892,Dolga Brda,Dolge Brde,Dolgi Brdi,46.5438,14.9119,Koroška,SI033
893,Dolga Gora,Dolge Gore,Dolgi Gori,46.2176,15.396,Savinjska,SI034
894,Dolga Njiva Pri Šentlovren.,Dolge Njive Priv Šentlovren.a,Dolgi Njivi Prih Šentlovren.u,45.9104,15.0086,Jugovzhodna Slovenija,SI037
895,Dolga Poljana,Dolge Poljane,Dolgi Poljani,45.8861,13.9097,Goriška,SI043
896,Dolga Raka,Dolge Rake,Dolgi Raki,45.95,15.4833,Posavska,SI036
897,Dolga Vas,Dolge Vasa,Dolgi Vasu,45.643,14.8594,Jugovzhodna Slovenija,SI037
898,Dolga Vas,Dolge Vasa,Dolgi Vasu,46.5631,16.4519,Pomurska,SI031
901,Dolgi Laz,Dolgiv Laza,Dolgih Lazu,46.1857,13.7352,Goriška,SI043
902,Dolgi Vrh,Dolgiv Vrha,Dolgih Vrhu,46.3903,15.575,Podravska,SI032
903,Dolgo Brdo,Dolga Brda,Dolgu Brdu,46.0667,14.8167,Zasavska,SI035
904,Dolgo Brdo,Dolga Brda,Dolgu Brdu,46.0514,14.5061,Osrednjeslovenska,SI041
906,Dolgovaške Gorice,Dolgovaška Gorica,Dolgovašku Goricu,46.5631,16.4519,Pomurska,SI031
907,Dolič,Doliča,Doliču,46.4923,15.8801,Podravska,SI032
908,Dolič,Doliča,Doliču,46.8333,16.0833,Pomurska,SI031
909,Dolina,Doline,Dolini,46.7039,16.1572,Pomurska,SI031
910,Dolina,Doline,Dolini,46.3581,14.293,Gorenjska,SI042
911,Dolina Pri Lendavi,Doline Priv Lendaviv,Dolini Prih Lendavih,46.5631,16.4519,Pomurska,SI031
912,Dolje,Dolja,Dolju,46.1857,13.7352,Goriška,SI043
913,Dolnja Bistrica,Dolnje Bistrice,Dolnji Bistrici,46.5747,16.2937,Pomurska,SI031
914,Dolnja Bitnja,Dolnje Bitnje,Dolnji Bitnji,45.5679,14.2527,Primorsko-notranjska,SI038
915,Dolnja Briga,Dolnje Brige,Dolnji Brigi,45.643,14.8594,Jugovzhodna Slovenija,SI037
916,Dolnja Košana,Dolnje Košane,Dolnji Košani,45.6833,14.2,Primorsko-notranjska,SI038
918,Dolnja Paka,Dolnje Pake,Dolnji Paki,45.5711,15.1889,Jugovzhodna Slovenija,SI037
919,Dolnja Počehova,Dolnje Počehove,Dolnji Počehovi,46.6099,15.6714,Podravska,SI032
921,Dolnja Stara Vas,Dolnje Stare Vasa,Dolnji Stari Vasu,45.9069,15.2914,Jugovzhodna Slovenija,SI037
922,Dolnja Težka Voda,Dolnje Težke Vode,Dolnji Težki Vodi,45.8,15.1667,Jugovzhodna Slovenija,SI037
923,Dolnje Brezovo,Dolnja Brezova,Dolnju Brezovu,46.0092,15.3041,Posavska,SI036
926,Dolnje Impolje,Dolnja Impolja,Dolnju Impolju,46.0092,15.3041,Posavska,SI036
927,Dolnje Ležeče,Dolnja Ležeča,Dolnju Ležeču,45.682,13.9702,Obalno-kraška,SI044
928,Dolnje Ložine,Dolnja Ložina,Dolnju Ložinu,45.643,14.8594,Jugovzhodna Slovenija,SI037
929,Dolnje Mraševo,Dolnja Mraševa,Dolnju Mraševu,45.7864,15.0745,Jugovzhodna Slovenija,SI037
930,Dolnje Orle,Dolnja Orla,Dolnju Orlu,46.0092,15.3041,Posavska,SI036
931,Dolnje Prapreče,Dolnja Prapreča,Dolnju Prapreču,45.9104,15.0086,Jugovzhodna Slovenija,SI037
932,Dolnje Retje,Dolnja Retja,Dolnju Retju,45.8363,14.6377,Osrednjeslovenska,SI041
933,Dolnje Vreme,Dolnja Vrema,Dolnju Vremu,45.682,13.9702,Obalno-kraška,SI044
934,Dolnji Ajdovec,Dolnjiv Ajdovca,Dolnjih Ajdovcu,45.8339,14.9292,Jugovzhodna Slovenija,SI037
935,Dolnji Kot,Dolnjiv Kota,Dolnjih Kotu,45.8339,14.9292,Jugovzhodna Slovenija,SI037
936,Dolnji Križ,Dolnjiv Križa,Dolnjih Križu,45.8339,14.9292,Jugovzhodna Slovenija,SI037
937,Dolnji Lakoš,Dolnjiv Lakoša,Dolnjih Lakošu,46.5631,16.4519,Pomurska,SI031
938,Dolnji Slaveči,Dolnjiv Slavečiv,Dolnjih Slavečih,46.7977,16.0984,Pomurska,SI031
941,Dolnji Zemon,Dolnjiv Zemona,Dolnjih Zemonu,45.5679,14.2527,Primorsko-notranjska,SI038
945,Dolščaki,Dolščakiv,Dolščakih,45.8363,14.6377,Osrednjeslovenska,SI041
946,Dolž,Dolža,Dolžu,45.8,15.1667,Jugovzhodna Slovenija,SI037
948,Domanjševci,Domanjševciv,Domanjševcih,46.825,16.2981,Pomurska,SI031
950,Domžale,Domžala,Domžalu,46.1394,14.595,Osrednjeslovenska,SI041
952,Dorfarje,Dorfarja,Dorfarju,46.1672,14.303,Gorenjska,SI042
953,Dornava,Dornave,Dornavi,46.4299,15.9488,Podravska,SI032
954,Dornberk,Dornberka,Dornberku,45.9558,13.6433,Goriška,SI043
955,Dornice,Dornica,Dornicu,46.1897,14.4944,Osrednjeslovenska,SI041
956,Doropolje,Doropolja,Doropolju,46.2176,15.396,Savinjska,SI034
958,Dovje,Dovja,Dovju,46.4854,13.7871,Gorenjska,SI042
959,Dovško,Dovška,Dovšku,45.95,15.4833,Posavska,SI036
960,Dovže,Dovža,Dovžu,46.4431,15.1931,Koroška,SI033
961,Draga,Drage,Dragi,45.9692,14.5394,Osrednjeslovenska,SI041
963,Draga,Drage,Dragi,45.9558,13.6433,Goriška,SI043
964,Draga,Drage,Dragi,46.1672,14.303,Gorenjska,SI042
965,Draga,Drage,Dragi,45.8622,15.2214,Jugovzhodna Slovenija,SI037
966,Draga,Drage,Dragi,46.2219,15.3111,Savinjska,SI034
967,Draga Pri Sinjem Vrhu,Drage Priv Sinjema Vrhua,Dragi Prih Sinjemu Vrhuu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
968,Draga Pri Šentrupertu,Drage Priv Šentrupertua,Dragi Prih Šentrupertuu,45.9769,15.0897,Jugovzhodna Slovenija,SI037
969,Dragatuš,Dragatuša,Dragatušu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
971,Dragočajna,Dragočajne,Dragočajni,46.1382,14.4147,Osrednjeslovenska,SI041
972,Dragomelj,Dragomelja,Dragomelju,46.1394,14.595,Osrednjeslovenska,SI041
977,Dragonja Vas,Dragonje Vasa,Dragonji Vasu,46.406,15.7983,Podravska,SI032
978,Dragoši,Dragošiv,Dragoših,45.5711,15.1889,Jugovzhodna Slovenija,SI037
980,Dragovanja Vas,Dragovanje Vasa,Dragovanji Vasu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
981,Dragovica,Dragovice,Dragovici,45.9558,13.6433,Goriška,SI043
982,Dragovič,Dragoviča,Dragoviču,46.4853,15.971,Podravska,SI032
984,Dragučova,Dragučove,Dragučovi,46.6099,15.6714,Podravska,SI032
985,Drakovci,Drakovciv,Drakovcih,46.5168,16.2027,Pomurska,SI031
986,Drakšl,Drakšla,Drakšlu,46.4086,16.1475,Podravska,SI032
987,Drama,Drame,Drami,45.8389,15.3361,Jugovzhodna Slovenija,SI037
988,Dramlja,Dramlje,Dramlji,45.9048,15.5922,Posavska,SI036
989,Dramlje,Dramlja,Dramlju,46.2176,15.396,Savinjska,SI034
990,Drankovec,Drankovca,Drankovcu,46.6099,15.6714,Podravska,SI032
991,Drašča Vas,Drašče Vasa,Drašči Vasu,45.8339,14.9292,Jugovzhodna Slovenija,SI037
993,Dravci,Dravciv,Dravcih,45.8484,14.6944,Osrednjeslovenska,SI041
994,Dravče,Dravča,Dravču,46.5992,15.1669,Koroška,SI033
995,Dravinjski Vrh,Dravinjskiv Vrha,Dravinjskih Vrhu,45.8484,14.6944,Osrednjeslovenska,SI041
996,Dravograd,Dravograda,Dravogradu,46.5903,15.0236,Koroška,SI033
998,Draža Vas,Draže Vasa,Draži Vasu,46.3383,15.4233,Savinjska,SI034
999,Dražen Vrh – Del,Dražena Vrha –a Dla,Draženu Vrhu –u Dlu,46.6497,15.8453,Podravska,SI032
1002,Dražgoše,Dražgoša,Dražgošu,46.2182,14.1592,Gorenjska,SI042
1003,Dražica,Dražice,Dražici,45.9197,14.3572,Osrednjeslovenska,SI041
1005,Drča,Drče,Drči,45.8389,15.3361,Jugovzhodna Slovenija,SI037
1007,Dren,Drena,Drenu,45.5088,14.91,Jugovzhodna Slovenija,SI037
1008,Drenik,Drenika,Dreniku,45.9836,14.5761,Osrednjeslovenska,SI041
1009,Drenje,Drenja,Drenju,45.7545,15.0583,Jugovzhodna Slovenija,SI037
1010,Drenov Grič,Drenova Griča,Drenovu Griču,45.9624,14.2937,Osrednjeslovenska,SI041
1011,Drenovec,Drenovca,Drenovcu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
1012,Drenovec,Drenovca,Drenovcu,46.3917,16.0497,Podravska,SI032
1013,Drenovec Pri Bukovju,Drenovca Priv Bukovjua,Drenovcu Prih Bukovjuu,45.9048,15.5922,Posavska,SI036
1014,Drenovec Pri Leskovcu,Drenovca Priv Leskovcua,Drenovcu Prih Leskovcuu,45.95,15.4833,Posavska,SI036
1015,Drensko Rebro,Drenska Rebra,Drensku Rebru,46.074,15.559,Savinjska,SI034
1016,Drešinja Vas,Drešinje Vasa,Drešinji Vasu,46.251,15.1639,Savinjska,SI034
1017,Drevenik,Drevenika,Dreveniku,46.2314,15.6381,Savinjska,SI034
1018,Drežnica,Drežnice,Drežnici,46.2464,13.578,Goriška,SI043
1019,Drežnik,Drežnika,Drežniku,45.5711,15.1889,Jugovzhodna Slovenija,SI037
1020,Drežnik,Drežnika,Drežniku,45.5088,14.91,Jugovzhodna Slovenija,SI037
1021,Drežniške Ravne,Drežniška Ravna,Drežnišku Ravnu,46.2464,13.578,Goriška,SI043
1022,Drganja Sela,Drganje Sele,Drganji Seli,45.7864,15.0745,Jugovzhodna Slovenija,SI037
1024,Drnovo,Drnova,Drnovu,45.95,15.4833,Posavska,SI036
1025,Drobinsko,Drobinska,Drobinsku,46.2176,15.396,Savinjska,SI034
1026,Drobočnik,Drobočnika,Drobočniku,46.1857,13.7352,Goriška,SI043
1028,Drožanje,Drožanja,Drožanju,46.0092,15.3041,Posavska,SI036
1029,Drskovče,Drskovča,Drskovču,45.6833,14.2,Primorsko-notranjska,SI038
1030,Drstelja,Drstelje,Drstelji,46.4923,15.8801,Podravska,SI032
1031,Drtija,Drtije,Drtiji,46.1356,14.7439,Osrednjeslovenska,SI041
1032,Drumlažno,Drumlažna,Drumlažnu,46.3903,15.575,Podravska,SI032
1033,Drušče,Drušča,Drušču,46.0092,15.3041,Posavska,SI036
1035,Družinska Vas,Družinske Vasa,Družinski Vasu,45.8622,15.2214,Jugovzhodna Slovenija,SI037
1036,Družmirje,Družmirja,Družmirju,46.3798,15.0482,Savinjska,SI034
1037,Drvanja,Drvanje,Drvanji,46.6065,15.8842,Podravska,SI032
1038,Dule,Dula,Dulu,45.74,14.7308,Jugovzhodna Slovenija,SI037
1039,Dule,Dula,Dulu,46.5372,15.2733,Koroška,SI033
1040,Dule,Dula,Dulu,45.9069,15.2914,Jugovzhodna Slovenija,SI037
1041,Dunaj,Dunaja,Dunaju,45.95,15.4833,Posavska,SI036
1042,Dupeljne,Dupeljna,Dupeljnu,46.1686,14.6892,Osrednjeslovenska,SI041
1043,Duplje,Duplja,Duplju,45.8476,13.9624,Goriška,SI043
1044,Dutovlje,Dutovlja,Dutovlju,45.7034,13.8706,Obalno-kraška,SI044
1045,Dvor,Dvora,Dvoru,46.0514,14.5061,Osrednjeslovenska,SI041
1048,Dvor,Dvora,Dvoru,45.8339,14.9292,Jugovzhodna Slovenija,SI037
1050,Dvorce,Dvorca,Dvorcu,45.9048,15.5922,Posavska,SI036
1051,Dvori,Dvoriv,Dvorih,45.55,13.7333,Obalno-kraška,SI044
1054,Dvorje,Dvorja,Dvorju,46.1356,14.7439,Osrednjeslovenska,SI041
1055,Dvorska Vas,Dvorske Vasa,Dvorski Vasu,46.3425,14.1721,Gorenjska,SI042
1056,Dvorska Vas,Dvorske Vasa,Dvorski Vasu,45.8363,14.6377,Osrednjeslovenska,SI041
1059,Fabci,Fabciv,Fabcih,45.5679,14.2527,Primorsko-notranjska,SI038
1060,Fala,Fale,Fali,46.5386,15.5154,Podravska,SI032
1062,Famlje,Famlja,Famlju,45.682,13.9702,Obalno-kraška,SI044
1064,Fara,Fare,Fari,45.5088,14.91,Jugovzhodna Slovenija,SI037
1065,Farovec,Farovca,Farovcu,46.3903,15.575,Podravska,SI032
1066,Fijeroga,Fijeroge,Fijerogi,45.55,13.7333,Obalno-kraška,SI044
1067,Fikšinci,Fikšinciv,Fikšincih,46.8053,16.0344,Pomurska,SI031
1068,Filipčje Brdo,Filipčja Brda,Filipčju Brdu,45.7034,13.8706,Obalno-kraška,SI044
1070,Finkovo,Finkova,Finkovu,45.74,14.7308,Jugovzhodna Slovenija,SI037
1071,Finkovo,Finkova,Finkovu,46.5372,15.2733,Koroška,SI033
1072,Flekušek,Flekušeka,Flekušeku,46.6099,15.6714,Podravska,SI032
1073,Florjan,Florjana,Florjanu,46.3798,15.0482,Savinjska,SI034
1074,Florjan Pri Gornjem Gradu,Florjana Priv Gornjema Gradua,Florjanu Prih Gornjemu Graduu,46.2961,14.8052,Savinjska,SI034
1077,Forme,Forma,Formu,46.1672,14.303,Gorenjska,SI042
1078,Formin,Formina,Forminu,46.4122,16.0131,Podravska,SI032
1079,Fošt,Fošta,Foštu,46.3903,15.575,Podravska,SI032
1080,Frajhajm,Frajhajma,Frajhajmu,46.3903,15.575,Podravska,SI032
1082,Frankolovo,Frankolova,Frankolovu,46.2933,15.3052,Savinjska,SI034
1083,Frankovci,Frankovciv,Frankovcih,46.4086,16.1475,Podravska,SI032
1084,Frluga,Frluge,Frlugi,45.95,15.4833,Posavska,SI036
1085,Froleh,Froleha,Frolehu,46.6497,15.8453,Podravska,SI032
1086,Fučkovci,Fučkovciv,Fučkovcih,45.5711,15.1889,Jugovzhodna Slovenija,SI037
1087,Fužina,Fužine,Fužini,45.9374,14.8029,Osrednjeslovenska,SI041
1089,Gaber Pri Črmošnjicah,Gabera Priv Črmošnjicaha,Gaberu Prih Črmošnjicahu,45.6546,15.1783,Jugovzhodna Slovenija,SI037
1090,Gaberje,Gaberja,Gaberju,45.8861,13.9097,Goriška,SI043
