,naselje,rodilnik,mestnik,lat,lng,region_name,region_id
372,Brezovica Pri Ljubljani,Brezovice Priv Ljubljaniv,Brezovici Prih Ljubljanih,46.0207,14.4178,Osrednjeslovenska,SI041
373,Brezovica Pri Medvodah,Brezovice Priv Medvodaha,Brezovici Prih Medvodahu,46.1382,14.4147,Osrednjeslovenska,SI041
375,Brezovica Pri Mirni,Brezovice Priv Mirniv,Brezovici Prih Mirnih,45.9476,15.0664,Jugovzhodna Slovenija,SI037
376,Brezovica Pri Predgradu,Brezovice Priv Predgradua,Brezovici Prih Predgraduu,45.643,14.8594,Jugovzhodna Slovenija,SI037
377,Brezovica Pri Stopičah,Brezovice Priv Stopičaha,Brezovici Prih Stopičahu,45.8,15.1667,Jugovzhodna Slovenija,SI037
379,Brezovica Pri Zlatem Polju,Brezovice Priv Zlatema Poljua,Brezovici Prih Zlatemu Poljuu,46.1686,14.6892,Osrednjeslovenska,SI041
380,Brezovica V Podbočju,Brezovice Va Podbočjua,Brezovici Vu Podbočjuu,45.95,15.4833,Posavska,SI036
382,Brezovo,Brezova,Brezovu,46.0667,14.8167,Zasavska,SI035
383,Brezovo,Brezova,Brezovu,46.0092,15.3041,Posavska,SI036
385,Brezovska Gora,Brezovske Gore,Brezovski Gori,45.95,15.4833,Posavska,SI036
387,Breže,Breža,Brežu,45.74,14.7308,Jugovzhodna Slovenija,SI037
388,Breže,Breža,Brežu,46.5372,15.2733,Koroška,SI033
389,Brežec Pri Divači,Brežca Priv Divačiv,Brežcu Prih Divačih,45.682,13.9702,Obalno-kraška,SI044
390,Brežec Pri Podgorju,Brežca Priv Podgorjua,Brežcu Prih Podgorjuu,45.55,13.7333,Obalno-kraška,SI044
391,Brežice,Brežica,Brežicu,45.9048,15.5922,Posavska,SI036
392,Brglez,Brgleza,Brglezu,46.0667,14.8167,Zasavska,SI035
393,Brič,Briča,Briču,45.55,13.7333,Obalno-kraška,SI044
394,Briga,Brige,Brigi,45.5088,14.91,Jugovzhodna Slovenija,SI037
396,Brinje,Brinja,Brinju,45.9769,15.0897,Jugovzhodna Slovenija,SI037
397,Brinovščica,Brinovščice,Brinovščici,45.74,14.7308,Jugovzhodna Slovenija,SI037
398,Brinovščica,Brinovščice,Brinovščici,46.5372,15.2733,Koroška,SI033
399,Briše,Briša,Brišu,46.2257,14.612,Osrednjeslovenska,SI041
402,Britof,Britofa,Britofu,46.2333,14.3667,Gorenjska,SI042
403,Brje,Brja,Brju,45.8861,13.9097,Goriška,SI043
404,Brje Pri Komnu,Brja Priv Komnua,Brju Prih Komnuu,45.8159,13.7507,Obalno-kraška,SI044
405,Brje Pri Koprivi,Brja Priv Kopriviv,Brju Prih Koprivih,45.7034,13.8706,Obalno-kraška,SI044
406,Brlog,Brloga,Brlogu,45.95,15.4833,Posavska,SI036
407,Brlog – Del,Brloga –a Dla,Brlogu –u Dlu,45.7616,14.6363,Jugovzhodna Slovenija,SI037
408,Brlog – Del,Brloga –a Dla,Brlogu –u Dlu,45.8363,14.6377,Osrednjeslovenska,SI041
409,Brnica,Brnice,Brnici,46.1479,15.1528,Savinjska,SI034
410,Brnica,Brnice,Brnici,46.251,15.1639,Savinjska,SI034
412,Brod V Podbočju,Broda Va Podbočjua,Brodu Vu Podbočjuu,45.95,15.4833,Posavska,SI036
413,Brode,Broda,Brodu,46.1672,14.303,Gorenjska,SI042
414,Brode,Broda,Brodu,46.172,14.8217,Osrednjeslovenska,SI041
415,Brodnice,Brodnica,Brodnicu,46.1563,15.2386,Savinjska,SI034
416,Brsnik,Brsnika,Brsniku,45.5088,14.91,Jugovzhodna Slovenija,SI037
417,Brstnik,Brstnika,Brstniku,46.1563,15.2386,Savinjska,SI034
418,Brstovec,Brstovca,Brstovcu,45.6546,15.1783,Jugovzhodna Slovenija,SI037
419,Brstovnica,Brstovnice,Brstovnici,46.1563,15.2386,Savinjska,SI034
420,Bršlenovica,Bršlenovice,Bršlenovici,46.1686,14.6892,Osrednjeslovenska,SI041
423,Brunk,Brunka,Brunku,46.0658,15.1728,Posavska,SI036
424,Brunška Gora,Brunške Gore,Brunški Gori,46.0658,15.1728,Posavska,SI036
425,Brunšvik,Brunšvika,Brunšviku,46.4664,15.7675,Podravska,SI032
426,Brvace,Brvaca,Brvacu,45.9551,14.6562,Osrednjeslovenska,SI041
427,Brvi,Brviv,Brvih,45.9048,15.5922,Posavska,SI036
428,Buč,Buča,Buču,46.2257,14.612,Osrednjeslovenska,SI041
429,Buče,Buča,Buču,46.074,15.559,Savinjska,SI034
430,Bučečovci,Bučečovciv,Bučečovcih,46.5631,16.1399,Pomurska,SI031
431,Bučerca,Bučerce,Bučerci,45.95,15.4833,Posavska,SI036
432,Bučka,Bučke,Bučki,45.9069,15.2914,Jugovzhodna Slovenija,SI037
433,Bučkovci,Bučkovciv,Bučkovcih,46.5168,16.2027,Pomurska,SI031
434,Budanje,Budanja,Budanju,45.8861,13.9097,Goriška,SI043
435,Budganja Vas,Budganje Vasa,Budganji Vasu,45.8339,14.9292,Jugovzhodna Slovenija,SI037
436,Budihni,Budihniv,Budihnih,45.9558,13.6433,Goriška,SI043
437,Budinci,Budinciv,Budincih,46.825,16.2981,Pomurska,SI031
438,Budna Vas,Budne Vasa,Budni Vasu,46.0092,15.3041,Posavska,SI036
439,Buje,Buja,Buju,45.6833,14.2,Primorsko-notranjska,SI038
440,Bukošek,Bukošeka,Bukošeku,45.9048,15.5922,Posavska,SI036
442,Bukov Vrh Nad Visokim,Bukova Vrha Nada Visokima,Bukovu Vrhu Nadu Visokimu,46.1672,14.303,Gorenjska,SI042
443,Bukova Gora,Bukove Gore,Bukovi Gori,45.643,14.8594,Jugovzhodna Slovenija,SI037
444,Bukovca,Bukovce,Bukovci,46.1563,15.2386,Savinjska,SI034
445,Bukovci,Bukovciv,Bukovcih,46.3956,15.9314,Podravska,SI032
446,Bukovec,Bukovca,Bukovcu,46.3903,15.575,Podravska,SI032
447,Bukovec,Bukovca,Bukovcu,45.8363,14.6377,Osrednjeslovenska,SI041
448,Bukovec Pri Poljanah,Bukovca Priv Poljanaha,Bukovcu Prih Poljanahu,45.74,14.7308,Jugovzhodna Slovenija,SI037
449,Bukovec Pri Poljanah,Bukovca Priv Poljanaha,Bukovcu Prih Poljanahu,46.5372,15.2733,Koroška,SI033
450,Bukovica,Bukovice,Bukovici,45.9374,14.8029,Osrednjeslovenska,SI041
452,Bukovica,Bukovice,Bukovici,45.74,14.7308,Jugovzhodna Slovenija,SI037
453,Bukovica,Bukovice,Bukovici,46.5372,15.2733,Koroška,SI033
454,Bukovica,Bukovice,Bukovici,46.1672,14.303,Gorenjska,SI042
456,Bukovica Pri Vodicah,Bukovice Priv Vodicaha,Bukovici Prih Vodicahu,46.1897,14.4944,Osrednjeslovenska,SI041
457,Bukovje,Bukovja,Bukovju,45.9048,15.5922,Posavska,SI036
458,Bukovje,Bukovja,Bukovju,46.5903,15.0236,Koroška,SI033
459,Bukovje,Bukovja,Bukovju,45.7759,14.2137,Primorsko-notranjska,SI038
460,Bukovje Pri Slivnici,Bukovja Priv Slivniciv,Bukovju Prih Slivnicih,46.2176,15.396,Savinjska,SI034
462,Bukovlje,Bukovlja,Bukovlju,46.375,15.3854,Savinjska,SI034
464,Bukovo,Bukova,Bukovu,46.1278,13.9875,Goriška,SI043
465,Bukovska Vas,Bukovske Vasa,Bukovski Vasu,46.5903,15.0236,Koroška,SI033
466,Bukovski Vrh,Bukovskiv Vrha,Bukovskih Vrhu,46.1857,13.7352,Goriška,SI043
467,Bukovščica,Bukovščice,Bukovščici,46.1672,14.303,Gorenjska,SI042
468,Bukovžlak,Bukovžlaka,Bukovžlaku,46.2358,15.2675,Savinjska,SI034
469,Bunčani,Bunčaniv,Bunčanih,46.5818,16.1623,Pomurska,SI031
470,Bušeča Vas,Bušeče Vasa,Bušeči Vasu,45.9048,15.5922,Posavska,SI036
471,Bušinec,Bušinca,Bušincu,45.7545,15.0583,Jugovzhodna Slovenija,SI037
474,Butari,Butariv,Butarih,45.55,13.7333,Obalno-kraška,SI044
475,Butoraj,Butoraja,Butoraju,45.5711,15.1889,Jugovzhodna Slovenija,SI037
476,Cajnarje,Cajnarja,Cajnarju,45.7964,14.3581,Primorsko-notranjska,SI038
478,Cegelnica,Cegelnice,Cegelnici,46.2749,14.3176,Gorenjska,SI042
480,Celestrina,Celestrine,Celestrini,46.5575,15.6456,Podravska,SI032
481,Celine,Celina,Celinu,45.95,15.4833,Posavska,SI036
482,Celje,Celja,Celju,46.2358,15.2675,Savinjska,SI034
483,Cenkova,Cenkove,Cenkovi,46.566,15.9429,Podravska,SI032
484,Centa,Cente,Centi,45.8363,14.6377,Osrednjeslovenska,SI041
485,Cepki,Cepkiv,Cepkih,45.55,13.7333,Obalno-kraška,SI044
486,Cerej,Cereja,Cereju,45.55,13.7333,Obalno-kraška,SI044
487,Cerina,Cerine,Cerini,45.9048,15.5922,Posavska,SI036
489,Cerkljanski Vrh,Cerkljanskiv Vrha,Cerkljanskih Vrhu,46.1278,13.9875,Goriška,SI043
491,Cerklje Ob Krki,Cerklja Oba Krkiv,Cerklju Obu Krkih,45.9048,15.5922,Posavska,SI036
492,Cerknica,Cerknice,Cerknici,45.7964,14.3581,Primorsko-notranjska,SI038
493,Cerkno,Cerkna,Cerknu,46.1278,13.9875,Goriška,SI043
494,Cerkvenjak,Cerkvenjaka,Cerkvenjaku,46.566,15.9429,Podravska,SI032
495,Cerkvišče,Cerkvišča,Cerkvišču,45.5711,15.1889,Jugovzhodna Slovenija,SI037
496,Cerov Log,Cerova Loga,Cerovu Logu,45.8389,15.3361,Jugovzhodna Slovenija,SI037
497,Cerovec,Cerovca,Cerovcu,45.7545,15.0583,Jugovzhodna Slovenija,SI037
498,Cerovec,Cerovca,Cerovcu,46.0092,15.3041,Posavska,SI036
499,Cerovec,Cerovca,Cerovcu,46.2176,15.396,Savinjska,SI034
500,Cerovec Pod Bočem,Cerovca Poda Bočema,Cerovcu Podu Bočemu,46.2314,15.6381,Savinjska,SI034
501,Cerovec Pri Črešnjevcu,Cerovca Priv Črešnjevcua,Cerovcu Prih Črešnjevcuu,45.6546,15.1783,Jugovzhodna Slovenija,SI037
504,Cerovec Stanka Vraza,Cerovca Stanke Vraze,Cerovcu Stanki Vrazi,46.4086,16.1475,Podravska,SI032
506,Cerovo,Cerova,Cerovu,45.9551,14.6562,Osrednjeslovenska,SI041
507,Ceršak,Ceršaka,Ceršaku,46.6817,15.6481,Podravska,SI032
513,Cetore,Cetora,Cetoru,45.5344,13.6675,Obalno-kraška,SI044
514,Cezanjevci,Cezanjevciv,Cezanjevcih,46.5168,16.2027,Pomurska,SI031
515,Cezlak,Cezlaka,Cezlaku,46.3903,15.575,Podravska,SI032
517,Cigonca,Cigonce,Cigonci,46.3903,15.575,Podravska,SI032
518,Cikava,Cikave,Cikavi,45.9551,14.6562,Osrednjeslovenska,SI041
521,Cirje,Cirja,Cirju,45.95,15.4833,Posavska,SI036
522,Cirknica,Cirknice,Cirknici,46.6817,15.6481,Podravska,SI032
523,Cirkovce,Cirkovca,Cirkovcu,46.406,15.7983,Podravska,SI032
524,Cirkulane,Cirkulana,Cirkulanu,46.3436,15.9941,Podravska,SI032
525,Cirkuše,Cirkuša,Cirkušu,46.0667,14.8167,Zasavska,SI035
526,Cirkuše V Tuhinju,Cirkuša Va Tuhinjua,Cirkušu Vu Tuhinjuu,46.2257,14.612,Osrednjeslovenska,SI041
527,Cirnik,Cirnika,Cirniku,45.9048,15.5922,Posavska,SI036
528,Cirnik,Cirnika,Cirniku,45.9476,15.0664,Jugovzhodna Slovenija,SI037
529,Cmereška Gorca,Cmereške Gorce,Cmereški Gorci,46.1573,15.5974,Savinjska,SI034
530,Cogetinci,Cogetinciv,Cogetincih,46.566,15.9429,Podravska,SI032
531,Col,Cola,Colu,45.8861,13.9097,Goriška,SI043
532,Coljava,Coljave,Coljavi,45.8159,13.7507,Obalno-kraška,SI044
533,Colnarji,Colnarjiv,Colnarjih,45.5088,14.91,Jugovzhodna Slovenija,SI037
534,Crngrob,Crngroba,Crngrobu,46.1672,14.303,Gorenjska,SI042
535,Cuber,Cubera,Cuberu,46.5168,16.2027,Pomurska,SI031
536,Cundrovec,Cundrovca,Cundrovcu,45.9048,15.5922,Posavska,SI036
537,Cunkovci,Cunkovciv,Cunkovcih,46.4122,16.0131,Podravska,SI032
538,Curnovec,Curnovca,Curnovcu,45.9048,15.5922,Posavska,SI036
539,Curnovec,Curnovca,Curnovcu,46.1563,15.2386,Savinjska,SI034
540,Cven,Cvena,Cvenu,46.5168,16.2027,Pomurska,SI031
541,Cvetkovci,Cvetkovciv,Cvetkovcih,46.4086,16.1475,Podravska,SI032
542,Cvišlerji,Cvišlerjiv,Cvišlerjih,45.643,14.8594,Jugovzhodna Slovenija,SI037
544,Čača Vas,Čače Vasa,Čači Vasu,46.2314,15.6381,Savinjska,SI034
545,Čadovlje,Čadovlja,Čadovlju,46.2333,14.3667,Gorenjska,SI042
546,Čadovlje Pri Tržiču,Čadovlja Priv Tržičua,Čadovlju Prih Tržičuu,46.3581,14.293,Gorenjska,SI042
547,Čadram,Čadrama,Čadramu,46.386,15.4458,Podravska,SI032
548,Čadramska Vas,Čadramske Vasa,Čadramski Vasu,46.3135,15.5791,Podravska,SI032
549,Čadraže,Čadraža,Čadražu,45.8389,15.3361,Jugovzhodna Slovenija,SI037
550,Čadrg,Čadrga,Čadrgu,46.1857,13.7352,Goriška,SI043
551,Čagona,Čagone,Čagoni,46.566,15.9429,Podravska,SI032
552,Čagošče,Čagošča,Čagošču,45.9374,14.8029,Osrednjeslovenska,SI041
554,Čanje,Čanja,Čanju,46.0092,15.3041,Posavska,SI036
555,Čateška Gora,Čateške Gore,Čateški Gori,46.0667,14.8167,Zasavska,SI035
556,Čatež,Čateža,Čatežu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
557,Čatež Ob Savi,Čateža Oba Saviv,Čatežu Obu Savih,45.9048,15.5922,Posavska,SI036
558,Čebine,Čebina,Čebinu,46.15,15.05,Zasavska,SI035
559,Čeče – Del,Čeča –a Dla,Čeču –u Dlu,46.1479,15.1528,Savinjska,SI034
560,Čeče – Del,Čeča –a Dla,Čeču –u Dlu,46.15,15.05,Zasavska,SI035
561,Čedem,Čedema,Čedemu,45.9048,15.5922,Posavska,SI036
562,Čehovini,Čehoviniv,Čehovinih,45.8159,13.7507,Obalno-kraška,SI044
563,Čekovnik,Čekovnika,Čekovniku,46.0025,14.0275,Goriška,SI043
564,Čelevec,Čelevca,Čelevcu,45.8622,15.2214,Jugovzhodna Slovenija,SI037
565,Čelje,Čelja,Čelju,45.5679,14.2527,Primorsko-notranjska,SI038
566,Čelovnik,Čelovnika,Čelovniku,46.0092,15.3041,Posavska,SI036
567,Čemše,Čemša,Čemšu,45.858,15.0876,Jugovzhodna Slovenija,SI037
569,Čentiba,Čentibe,Čentibi,46.5631,16.4519,Pomurska,SI031
570,Čentur,Čentura,Čenturu,45.55,13.7333,Obalno-kraška,SI044
571,Čepinci,Čepinciv,Čepincih,46.825,16.2981,Pomurska,SI031
572,Čeplez,Čepleza,Čeplezu,46.1278,13.9875,Goriška,SI043
573,Čeplje,Čeplja,Čeplju,45.643,14.8594,Jugovzhodna Slovenija,SI037
574,Čeplje,Čeplja,Čeplju,46.0667,14.8167,Zasavska,SI035
575,Čeplje,Čeplja,Čeplju,46.1686,14.6892,Osrednjeslovenska,SI041
576,Čeplje,Čeplja,Čeplju,46.172,14.8217,Osrednjeslovenska,SI041
577,Čepno,Čepna,Čepnu,45.6833,14.2,Primorsko-notranjska,SI038
578,Čepovan,Čepovana,Čepovanu,45.9558,13.6433,Goriška,SI043
579,Čepulje,Čepulja,Čepulju,46.2333,14.3667,Gorenjska,SI042
580,Čermožiše,Čermožiša,Čermožišu,46.275,15.7939,Podravska,SI032
581,Černelavci,Černelavciv,Černelavcih,46.6667,16.1667,Pomurska,SI031
582,Češča Vas,Češče Vasa,Češči Vasu,45.8,15.1667,Jugovzhodna Slovenija,SI037
583,Češenik,Češenika,Češeniku,46.1394,14.595,Osrednjeslovenska,SI041
585,Češnjevek,Češnjeveka,Češnjeveku,45.9104,15.0086,Jugovzhodna Slovenija,SI037
586,Češnjica,Češnjice,Češnjici,46.0514,14.5061,Osrednjeslovenska,SI041
587,Češnjica Pri Kropi,Češnjice Priv Kropiv,Češnjici Prih Kropih,46.3425,14.1721,Gorenjska,SI042
588,Češnjice,Češnjica,Češnjicu,46.1686,14.6892,Osrednjeslovenska,SI041
589,Češnjice,Češnjica,Češnjicu,46.0092,15.3041,Posavska,SI036
590,Češnjice Pri Moravčah,Češnjica Priv Moravčaha,Češnjicu Prih Moravčahu,46.1356,14.7439,Osrednjeslovenska,SI041
592,Češnjice Pri Zagradcu,Češnjica Priv Zagradcua,Češnjicu Prih Zagradcuu,45.9374,14.8029,Osrednjeslovenska,SI041
593,Češnjice V Tuhinju,Češnjica Va Tuhinjua,Češnjicu Vu Tuhinjuu,46.2257,14.612,Osrednjeslovenska,SI041
596,Četež Pri Turjaku,Četeža Priv Turjakua,Četežu Prih Turjakuu,45.8363,14.6377,Osrednjeslovenska,SI041
597,Čezsoča,Čezsoče,Čezsoči,46.3378,13.5522,Goriška,SI043
598,Čežarji,Čežarjiv,Čežarjih,45.55,13.7333,Obalno-kraška,SI044
599,Čiginj,Čiginja,Čiginju,46.1857,13.7352,Goriška,SI043
602,Čimerno,Čimerna,Čimernu,46.0658,15.1728,Posavska,SI036
604,Čipnje,Čipnja,Čipnju,45.8159,13.7507,Obalno-kraška,SI044
605,Čisti Breg,Čistiv Brega,Čistih Bregu,45.8389,15.3361,Jugovzhodna Slovenija,SI037
606,Čohovo,Čohova,Čohovu,45.7964,14.3581,Primorsko-notranjska,SI038
607,Čolnica,Čolnice,Čolnici,46.088,13.6347,Goriška,SI043
609,Črenšovci,Črenšovciv,Črenšovcih,46.5747,16.2937,Pomurska,SI031
610,Čreškova,Čreškove,Čreškovi,46.2933,15.3052,Savinjska,SI034
612,Črešnjevec,Črešnjevca,Črešnjevcu,46.3903,15.575,Podravska,SI032
613,Črešnjevec,Črešnjevca,Črešnjevcu,46.2933,15.3052,Savinjska,SI034
616,Črešnjevec Pri Dragatušu,Črešnjevca Priv Dragatušua,Črešnjevcu Prih Dragatušuu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
618,Črešnjevec Pri Semiču,Črešnjevca Priv Semičua,Črešnjevcu Prih Semičuu,45.6546,15.1783,Jugovzhodna Slovenija,SI037
619,Črešnjice,Črešnjica,Črešnjicu,45.8,15.1667,Jugovzhodna Slovenija,SI037
620,Črešnjice,Črešnjica,Črešnjicu,46.2933,15.3052,Savinjska,SI034
621,Črešnjice Nad Pijavškim,Črešnjica Nada Pijavškima,Črešnjicu Nadu Pijavškimu,45.95,15.4833,Posavska,SI036
622,Črešnjice Pri Cerkljah,Črešnjica Priv Cerkljaha,Črešnjicu Prih Cerkljahu,45.9048,15.5922,Posavska,SI036
623,Črešnova,Črešnove,Črešnovi,46.375,15.3854,Savinjska,SI034
625,Čreta,Črete,Čreti,46.172,14.8217,Osrednjeslovenska,SI041
626,Čreta Pri Kokarjah,Črete Priv Kokarjaha,Čreti Prih Kokarjahu,46.3202,14.9531,Savinjska,SI034
627,Čretež Pri Krškem,Čreteža Priv Krškema,Čretežu Prih Krškemu,45.95,15.4833,Posavska,SI036
628,Čretvež,Čretveža,Čretvežu,46.375,15.3854,Savinjska,SI034
629,Črmlja,Črmlje,Črmlji,46.5231,15.8978,Podravska,SI032
631,Črmošnjice,Črmošnjica,Črmošnjicu,45.6546,15.1783,Jugovzhodna Slovenija,SI037
632,Črmošnjice Pri Stopičah,Črmošnjica Priv Stopičaha,Črmošnjicu Prih Stopičahu,45.8,15.1667,Jugovzhodna Slovenija,SI037
634,Črna Pri Kamniku,Črne Priv Kamnikua,Črni Prih Kamnikuu,46.2257,14.612,Osrednjeslovenska,SI041
635,Črna Vas,Črne Vasa,Črni Vasu,46.0514,14.5061,Osrednjeslovenska,SI041
637,Črnec,Črnca,Črncu,45.74,14.7308,Jugovzhodna Slovenija,SI037
638,Črnec,Črnca,Črncu,46.5372,15.2733,Koroška,SI033
640,Črneče,Črneča,Črneču,46.5903,15.0236,Koroška,SI033
641,Črneška Gora,Črneške Gore,Črneški Gori,46.5903,15.0236,Koroška,SI033
642,Črni Kal,Črniv Kala,Črnih Kalu,45.55,13.7333,Obalno-kraška,SI044
645,Črni Potok Pri Kočevju,Črniv Potoka Priv Kočevjua,Črnih Potoku Prih Kočevjuu,45.643,14.8594,Jugovzhodna Slovenija,SI037
646,Črni Potok Pri Vel. Laščah,Črniv Potoka Priv Vel.a Laščaha,Črnih Potoku Prih Vel.u Laščahu,45.74,14.7308,Jugovzhodna Slovenija,SI037
647,Črni Potok Pri Vel. Laščah,Črniv Potoka Priv Vel.a Laščaha,Črnih Potoku Prih Vel.u Laščahu,46.5372,15.2733,Koroška,SI033
649,Črni Vrh,Črniv Vrha,Črnih Vrhu,46.0025,14.0275,Goriška,SI043
650,Črni Vrh,Črniv Vrha,Črnih Vrhu,46.2225,15.0081,Savinjska,SI034
651,Črni Vrh V Tuhinju,Črniv Vrha Va Tuhinjua,Črnih Vrhu Vu Tuhinjuu,46.2257,14.612,Osrednjeslovenska,SI041
652,Črniče,Črniča,Črniču,45.8861,13.9097,Goriška,SI043
653,Črnivec,Črnivca,Črnivcu,46.3425,14.1721,Gorenjska,SI042
654,Črnolica,Črnolice,Črnolici,46.2176,15.396,Savinjska,SI034
655,Črnomelj,Črnomelja,Črnomelju,45.5711,15.1889,Jugovzhodna Slovenija,SI037
656,Črnotiče,Črnotiča,Črnotiču,45.55,13.7333,Obalno-kraška,SI044
657,Črnova,Črnove,Črnovi,46.3625,15.1144,Savinjska,SI034
658,Čučja Mlaka,Čučje Mlake,Čučji Mlaki,45.9069,15.2914,Jugovzhodna Slovenija,SI037
659,Čudno Selo,Čudna Sela,Čudnu Selu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
661,Čušperk,Čušperka,Čušperku,45.9551,14.6562,Osrednjeslovenska,SI041
663,Daber,Dabera,Daberu,46.1857,13.7352,Goriška,SI043
664,Dalce,Dalca,Dalcu,45.95,15.4833,Posavska,SI036
665,Daljni Vrh,Daljniv Vrha,Daljnih Vrhu,45.8,15.1667,Jugovzhodna Slovenija,SI037
666,Dalnje Njive,Dalnja Njiva,Dalnju Njivu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
667,Damelj,Damelja,Damelju,45.5711,15.1889,Jugovzhodna Slovenija,SI037
669,Dane,Dana,Danu,45.74,14.7308,Jugovzhodna Slovenija,SI037
670,Dane,Dana,Danu,46.5372,15.2733,Koroška,SI033
671,Dane Pri Divači,Dana Priv Divačiv,Danu Prih Divačih,45.682,13.9702,Obalno-kraška,SI044
672,Dane Pri Sežani,Dana Priv Sežaniv,Danu Prih Sežanih,45.7034,13.8706,Obalno-kraška,SI044
673,Dankovci,Dankovciv,Dankovcih,46.7039,16.1572,Pomurska,SI031
674,Davča,Davče,Davči,46.2182,14.1592,Gorenjska,SI042
675,Debeče,Debeča,Debeču,45.9374,14.8029,Osrednjeslovenska,SI041
676,Debenec,Debenca,Debencu,45.9476,15.0664,Jugovzhodna Slovenija,SI037
678,Debro,Debra,Debru,46.1563,15.2386,Savinjska,SI034
679,Dečina,Dečine,Dečini,45.5711,15.1889,Jugovzhodna Slovenija,SI037
680,Dečja Vas,Dečje Vasa,Dečji Vasu,45.9104,15.0086,Jugovzhodna Slovenija,SI037
681,Dečja Vas Pri Zagradcu,Dečje Vasa Priv Zagradcua,Dečji Vasu Prih Zagradcuu,45.9374,14.8029,Osrednjeslovenska,SI041
682,Dečno Selo,Dečna Sela,Dečnu Selu,45.9048,15.5922,Posavska,SI036
683,Dedna Gora,Dedne Gore,Dedni Gori,46.0092,15.3041,Posavska,SI036
684,Dedni Dol,Dedniv Dola,Dednih Dolu,45.9374,14.8029,Osrednjeslovenska,SI041
685,Dedni Vrh,Dedniv Vrha,Dednih Vrhu,45.95,15.4833,Posavska,SI036
686,Dedni Vrh Pri Vojniku,Dedniv Vrha Priv Vojnikua,Dednih Vrhu Prih Vojnikuu,46.2933,15.3052,Savinjska,SI034
687,Dednik,Dednika,Dedniku,45.8363,14.6377,Osrednjeslovenska,SI041
688,Dednja Vas,Dednje Vasa,Dednji Vasu,45.9048,15.5922,Posavska,SI036
689,Dekani,Dekaniv,Dekanih,45.55,13.7333,Obalno-kraška,SI044
691,Delač,Delača,Delaču,45.5088,14.91,Jugovzhodna Slovenija,SI037
693,Depala Vas,Depale Vasa,Depali Vasu,46.1394,14.595,Osrednjeslovenska,SI041
694,Desenci,Desenciv,Desencih,46.4923,15.8801,Podravska,SI032
695,Desinec,Desinca,Desincu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
696,Deskle,Deskla,Desklu,46.088,13.6347,Goriška,SI043
697,Deskova Vas,Deskove Vasa,Deskovi Vasu,45.5711,15.1889,Jugovzhodna Slovenija,SI037
698,Desnjak,Desnjaka,Desnjaku,46.5168,16.2027,Pomurska,SI031
699,Destrnik,Destrnika,Destrniku,46.4923,15.8801,Podravska,SI032
700,Dešeča Vas,Dešeče Vasa,Dešeči Vasu,45.8339,14.9292,Jugovzhodna Slovenija,SI037
701,Dešen,Dešena,Dešenu,46.1356,14.7439,Osrednjeslovenska,SI041
702,Devina,Devine,Devini,46.3903,15.575,Podravska,SI032
703,Dežno Pri Makolah,Dežna Priv Makolaha,Dežnu Prih Makolahu,46.3174,15.6669,Podravska,SI032
704,Dežno Pri Podlehniku,Dežna Priv Podlehnikua,Dežnu Prih Podlehnikuu,46.3361,15.8786,Podravska,SI032
705,Dilce,Dilca,Dilcu,45.7759,14.2137,Primorsko-notranjska,SI038
706,Dilici,Diliciv,Dilicih,45.55,13.7333,Obalno-kraška,SI044
707,Divača,Divače,Divači,45.682,13.9702,Obalno-kraška,SI044
708,Divči,Divčiv,Divčih,45.8159,13.7507,Obalno-kraška,SI044
709,Dob,Doba,Dobu,46.1394,14.595,Osrednjeslovenska,SI041
710,Dob Pri Šentvidu,Doba Priv Šentvidua,Dobu Prih Šentviduu,45.9374,14.8029,Osrednjeslovenska,SI041
712,Dobec,Dobca,Dobcu,45.7964,14.3581,Primorsko-notranjska,SI038
713,Dobeno,Dobena,Dobenu,45.9048,15.5922,Posavska,SI036
714,Dobeno,Dobena,Dobenu,46.1626,14.568,Osrednjeslovenska,SI041
715,Dobindol,Dobindola,Dobindolu,45.7545,15.0583,Jugovzhodna Slovenija,SI037
718,Dobje,Dobja,Dobju,45.9551,14.6562,Osrednjeslovenska,SI041
719,Dobje,Dobja,Dobju,46.0667,14.8167,Zasavska,SI035
720,Dobje Pri Lesičnem,Dobja Priv Lesičnema,Dobju Prih Lesičnemu,46.2176,15.396,Savinjska,SI034
721,Dobje Pri Planini,Dobja Priv Planiniv,Dobju Prih Planinih,46.1369,15.3945,Savinjska,SI034
722,Doblar,Doblara,Doblaru,46.088,13.6347,Goriška,SI043
723,Doblatina,Doblatine,Doblatini,46.1563,15.2386,Savinjska,SI034
724,Dobletina,Dobletine,Dobletini,46.3202,14.9531,Savinjska,SI034
725,Dobležiče,Dobležiča,Dobležiču,46.074,15.559,Savinjska,SI034
726,Dobliče,Dobliča,Dobliču,45.5711,15.1889,Jugovzhodna Slovenija,SI037
727,Doblička Gora,Dobličke Gore,Doblički Gori,45.5711,15.1889,Jugovzhodna Slovenija,SI037
728,Dobova,Dobove,Dobovi,45.9048,15.5922,Posavska,SI036
729,Dobovec,Dobovca,Dobovcu,46.15,15.05,Zasavska,SI035
